index,CompanyID,CompanyName,CompanyFormerName,CompanyAlsoKnownAs,CompanyLegalName,Description,Keywords,TotalRaised,BusinessStatus,OwnershipStatus,CompanyFinancingStatus,Universe,Website,Employees,Exchange,Ticker,CikCode,YearFounded,ParentCompany,FinancingStatusNote,HQLocation,HQAddressLine1,HQAddressLine2,HQCity,HQState_Province,HQPostCode,HQCountry,HQPhone,HQFax,HQEmail,HQGlobalRegion,HQGlobalSubRegion,AlternateOfficeCount,PrimaryContactPBId,PrimaryContact,PrimaryContactTitle,ActiveInvestors,FormerInvestors,FirstFinancingDate,FirstFinancingSize,FirstFinancingSizeStatus,FirstFinancingValuation,FirstFinancingValuationStatus,FirstFinancingDealType,FirstFinancingDealType2,FirstFinancingDealType3,FirstFinancingDealClass,FirstFinancingDebt,FirstFinancingStatus,LastKnownValuation,LastKnownValuationDate,LastKnownValuationDealType,LastFinancingDate,LastFinancingSize,LastFinancingSizeStatus,LastFinancingValuation,LastFinancingValuationStatus,LastFinancingDealType,LastFinancingDealType2,LastFinancingDealType3,LastFinancingDealClass,LastFinancingDebt,LastFinancingDebtDate,LastFinancingDebtSize,LastFinancingStatus,FacebookProfileUrl,TwitterProfileUrl,LinkedInProfileURL,GrowthRate,GrowthRatePercentile,GrowthRateChange,GrowthRatePercentChange,WebGrowthRate,WebGrowthRatePercentile,SocialGrowthRate,SocialGrowthRatePercentile,TwitterGrowthRate,TwitterGrowthRatePercentile,SizeMultiple,SizeMultiplePercentile,SizeMultipleChange,SizeMultiplePercentChange,WebSizeMultiple,WebSizeMultiplePercentile,SocialSizeMultiple,SocialSizeMultiplePercentile,TwitterSizeMultiple,TwitterSizeMultiplePercentile,TwitterFollowers,TwitterFollowersChange,TwitterFollowersPercentChange,ProfileDataSource,PitchBookProfileLink,LastUpdated,second_level_categories,gpt_reasoning
335479,483992-11,Aimmed,,,"Aimed Co., Ltd.","Developer of digital healthcare systems based intended to serve individuals across South Korea. The company develops digital therapeutics as well as operates an integrated nursing care platform that cares for the lives of the elderly and is engaged in creating a system that predicts and manages the health and safety of workers, thereby enabling people to enjoy healthier and happier life.","digital healthcare company, digital healthcare service, digital healthcare system, digital healthcare technology, digital healthcare tools, digital therapeutic, mental disease treatment",16,Generating Revenue,Privately Held (backing),Private Equity-Backed,"Private Equity, Venture Capital",www.aimmed.co.kr,28,,,,1999,,"The company received $16 million of development capital from Korea Investment Private Equity, NAU IB Capital and T.S. Investment in October 2021.","Seoul, South Korea","3rd Floor, 221, Dosan-daero","Sinsa-dong, Dongnam Building, Gangnam-gu",Seoul,,6026,South Korea,+82 (0)23 015 7500,+82 (0)2 545 0209,,Asia,East Asia,,282267-55P,Jinhwan Lim,Chief Executive Officer & Chief Operating Officer,3,,10/01/2021,16,Actual,,,PE Growth/Expansion,,,Private Equity,,Completed,,,,10/01/2021,16,Actual,,,PE Growth/Expansion,,,Private Equity,,,,Completed,,,https://www.linkedin.com/company/aimmed,0,15,0,0,0,13,,,,,2.04,68,-0.04,-2,2.04,68,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=483992-11,01/01/2024,"['Mental disorders', 'Other non-communicable diseases']","The company develops digital therapeutics for mental disease treatment and operates a nursing care platform for the elderly, which may involve managing various non-communicable diseases."
335535,484016-05,MedicalVsion Technology,,,"Shanghai MedicalVsion Technology Co., Ltd.","Developer of a smart wearable device platform designed to provide digital therapy. The company's wearable device based on application and development of artificial intelligence technology in the field of cardiovascular and cerebrovascular diseases, enabling patients with cardiovascular and cerebrovascular diseases with telemedicine health management services.","cardiovascular, cerebrovascular, digital therapy platform, health management system, smart wearable device, wearable health device",,Startup,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.maillife.cn,,,,,2015,,"The company raised CNY tens of millions of Series Pre-A venture funding from Shanghai Kindly Enterprise Development Group Company, Hygeia Capital and BioTrack Capital on November 16, 2021.","Shanghai, China",Shanghai Technology Innovation Limited Company,"100 Qinzhou Rd, Xuhui District",Shanghai,,,China,,,,Asia,East Asia,,281878-21P,Xiao Xu,Chief Executive Officer & Founder,3,,11/16/2021,,,,,Early Stage VC,,,Venture Capital,,Completed,,,,11/16/2021,,,,,Early Stage VC,,,Venture Capital,,,,Completed,,,,0,15,0,0,0,13,,,,,0.18,18,0,0,0.18,18,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=484016-05,01/01/2024,['Cardiovascular diseases'],"The company develops a smart wearable device platform focused on cardiovascular and cerebrovascular diseases, providing telemedicine health management services for these conditions."
335546,484019-38,Blue Signum,Zepeto Labs,,"Blue Signum Co., Ltd","Provider of personalized mental health services intended to make one feel better. The company's services are based on psychotherapy techniques such as cognitive-behavioral therapy and digital therapeutics that can self-manage mental health such as depression and anxiety, providing patients with mental disorders to have a mental health guide anywhere, anytime, in easy and entertaining ways.","cognitive behavioral therapy, digital therapeutics, mental disorder, mental health, mental healthcare, psychotherapy technique",1.07050724,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.bluesignum.com,11,,,,2019,,"The company raised KRW 1.3 billion of venture funding in a deal led by Spring Camp and Korea Investment Partners on May 15, 2023. SoftBank Ventures Asia also participated in this round.","Seoul, South Korea","7th Floor, DS Tower, 1690 Nambusunhwan-ro",Gwanak-gu,Seoul,,,South Korea,,,bluesignum@bluesignum.com,Asia,East Asia,,282770-11P,Jeonghyun Yoon,"Co-Founder, Chief Executive Officer & President",7,,12/23/2020,0.09107432,Estimated,,,Seed Round,Seed Round,,Venture Capital,,Completed,,,,05/15/2023,0.97943292,Actual,,,Early Stage VC,,,Venture Capital,,,,Completed,,,https://www.linkedin.com/company/bluesignum,0,15,0,0,0,13,,,,,4.67,82,-0.04,-0.88,4.67,82,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=484019-38,01/01/2024,['Mental disorders'],"The company provides personalized mental health services using cognitive-behavioral therapy and digital therapeutics, specifically targeting mental disorders such as depression and anxiety."
335599,484030-99,Mindstep,"Mindset4Dementia, Mindset",,Mindset Technologies Ltd,"Developer of cognitive and mental health digital therapeutics intended to lower dementia risk. The company's platform is focused on the intersection of machine learning and clinical research and builds digital solutions that put a digital clinic in every patient's pocket to decouple diagnostics and care from healthcare capacity limitations, enabling users to screen themselves for dementia and avail quality dementia care.","anxiety, app, brain care, cognitive health, concussion, dementia, depression, digital therapeutic, machine learning, mental health, neural networks, neuroscience company, neuroscience data",5.21716355,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.letsmindstep.com,24,,,,2017,,"The company is reportedly in the process of raising GBP 1.14 million of venture funding on an undisclosed date, putting the company's pre-money valuation at GBP 6.43 million. Previously, the company raised GBP 2.5 million of seed funding in a deal led by Octopus Ventures on December 9, 2021, putting the company's pre-money valuation at GBP 5.3 million. Calm/Storm Ventures and The Capital Partnership also participated in the round.","London, United Kingdom","Care of Cc Young & Company, 3rd Floor, The Bloomsbury Building","10 Bloomsbury Way, Holborn",London,England,WC1A 2SL,United Kingdom,+44 (0)79 4968 1099,,info@letsmindstep.com,Europe,Western Europe,,282037-60P,Hamzah Selim,"Co-Founder, Chief Executive Officer & Board Member",5,1,02/11/2021,0.43791697,Actual,2.62751959,Actual,Early Stage VC,,,Venture Capital,,Completed,10.41867953,12/09/2021,Seed Round,,1.43992622,Estimated,9.58509555,Estimated,Later Stage VC,,,Venture Capital,,,,Announced/In Progress,https://www.facebook.com/letsmindstep,https://twitter.com/letsmindstep,https://www.linkedin.com/company/letsmindstep,-0.31,11,0,0,-0.11,13,-0.32,1,-0.32,1,1.35,59,0.03,2.1,2.47,71,0.58,41,0.58,41,153,0,0,PitchBook Research,https://my.pitchbook.com?c=484030-99,01/01/2024,"['Mental disorders', 'Neurological disorders']","The company develops digital therapeutics for cognitive and mental health, focusing on dementia risk reduction, which relates to both mental disorders and neurological disorders."
336104,484189-21,Ling Xin Intelligence,,Lingxin Intelligent Technology,"Beijing Lingxin Intelligent Technology Co., Ltd.","Designer of an AI-powered digital therapy platform designed to provide digital diagnosis and treatment services for mental health. The company's platform provides an emotional dialogue system that leverage artificial intelligence to match patients and mental sub-health population with personalized, quality and affordable emotional support program, providing users with more personalized and efficient mental health services around the clock.","ai technology solutions, artificial intelligence system, emotional support, mental health tech, therapy technology",,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.ai-topia.com,30,,,,2021,,"The company raised an undisclosed amount of Series Pre-A venture funding in a deal led by Huakong Electronics (Tianjin) Investment Management on February 16, 2023. AMiner, Turing Ventures and Lianxing Capital also participated in this round. This round of financing will be used to enrich more product application fields and scenarios. Previously, the company raised CNY tens of millions of venture funding in a deal led by Lianxing Capital on December 5, 2022. Turing Ventures and AMiner also participated in this round.","Beijing, China","Room 1106, Block D, Yousheng Building, Xueyuan Road Street",Haidian District,Beijing,,100083,China,+86 (0)133 1109 9986,,,Asia,East Asia,,336040-03P,Shuliang Zheng,Chairman & Manager,4,,11/22/2021,,,,,Seed Round,Seed Round,,Venture Capital,,Completed,,,,02/16/2023,,,,,Early Stage VC,,,Venture Capital,,,,Completed,,,https://www.linkedin.com/company/北京聆心智能科技有限公司,1.45,98,0,0,1.45,98,,,,,3.2,77,0,0,3.2,76,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=484189-21,01/01/2024,['Mental disorders'],"The company offers an AI-powered digital therapy platform for mental health, providing emotional support and personalized mental health services, which aligns with mental disorders."
337147,484535-53,Zeen Health,,,"Shenzhen Zeen Health Technology Co., Ltd.","Developer of a mobile application intended to offer personalized mental health services. The company provides digital therapeutics based on Evidence-Based Medicine (EBM), committing to offering personalized mental health services by leveraging artificial intelligence (AI) technology.","digital mental health solutions, mental health, mental health support app, mental healthcare, mobile healthcare",7.77235994,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.asleephealth.com.cn,,,,,2019,,"The company raised an undisclosed amount of Series A venture funding from Qiming Venture Partners on May 6, 2023.","Shenzhen, China","Room 201, Building A, No. 1, Qianwan 1st Road",Qianhai Shenzhen-Hong Kong Cooperation Zone,Shenzhen,Guangdong,,China,+86 (0)186 6810 1711,,partner@zeenhealth.com,Asia,East Asia,,283948-39P,Xiaogang Liu,Chief Executive Officer & Founder,3,,03/01/2021,1.54685342,Estimated,,,Seed Round,Seed Round,,Venture Capital,,Completed,,,,05/06/2023,,,,,Early Stage VC,Series A,,Venture Capital,,,,Completed,,,https://www.linkedin.com/company/zeenhealth,0,15,0,0,0,13,,,,,0.18,18,0,0,0.18,18,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=484535-53,01/01/2024,['Mental disorders'],"The company develops a mobile application for personalized mental health services using digital therapeutics and AI technology, focusing on mental health support."
337192,484544-35,Kiplin,,,Kiplin SAS,"Developer of fun health prevention program platform designed to use gamification to facilitate lifestyle changes in physical activity. The company's platform uses impact measurement, behavioral change, digital therapeutic technology, and scientific committee support to promote adapted physical activity, enabling companies to help eliminate sedentary lifestyles and have an active corporate wellness strategy for their employees.","behavioral change, digital health app, health prevention program, impact measurement, physical activity, sustainable lifestyle",4.87033017,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.kiplin.com,47,,,,2014,,"The company raised EUR 3.62 million of seed funding in the combination of loan and equity in a deal led by XAnge on November 18, 2021, putting the company's pre-money valuation at EUR 4.86 million. Charleston Digital Corridor also participated in the round.","Nantes, France",28 bis Quai François Mitterrand,,Nantes,,44200,France,+33 (0)2 85 52 82 26,,contact@kiplin.com,Europe,Western Europe,,284452-03P,Vincent Tharreau,"Co-Founder, Chief Executive Officer & President",2,,05/02/2016,0.28027793,Actual,0.8483434,Actual,Angel (individual),Angel (individual),,Individual,,Completed,8.72406575,11/18/2021,Seed Round,11/18/2021,4.1801389,Actual,8.72406575,Actual,Seed Round,Seed Round,,Venture Capital,"Other - $1,06M",11/18/2021,1.06258999,Completed,https://www.facebook.com/100077199237214,https://twitter.com/kiplin,https://www.linkedin.com/company/kiplin,2.57,99,0,0,0.88,97,0.05,79,0.05,79,5.96,85,0,0,11.98,91,3.95,73,3.95,73,1042,0,0,PitchBook Research,https://my.pitchbook.com?c=484544-35,01/01/2024,['Other non-communicable diseases'],"The company focuses on health prevention programs and lifestyle changes through physical activity, which does not directly align with any specific GBD category but promotes general health and wellness."
337596,484675-84,Comet Healthcare,,Comet,Comet Healthcare Inc.,"Developer of digital women's health rehabilitation platform designed to give women access to pelvic floor physical therapy. The company provides orthopedic physical therapy and pelvic floor disorder treatment services, enabling patients to visit virtually from the comfort of their homes with experienced physical therapists and access to hand-crafted exercise guides.","at home physical therapy, digital healthcare platform, digital physical therapy platform, health rehabilitation platform, health rehabilitation services, orthopedic care, pelvic floor care, physical therapy service",0.125,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.trycomet.com,3,,,,2021,,"The company raised venture funding from The MBA Fund on an undisclosed date. Previously, the company raised an undisclosed amount of venture funding from NextView Ventures in 2021.","Alexandria, VA",3301 Richmond Highway,Suite 1030,Alexandria,Virginia,22305-3044,United States,+1 (909) 816-0687,,hello@trycomet.com,Americas,North America,2,284848-12P,Nina Lu,Co-Founder & Chief Executive Officer,3,,01/01/2021,0.125,Actual,1.785714,Actual,Accelerator/Incubator,,,Other,,Completed,1.785714,01/01/2021,Accelerator/Incubator,,,,,,Later Stage VC,,,Venture Capital,,,,Completed,,,https://www.linkedin.com/company/comet-healthcare,0,15,0,0,0,13,,,,,3.7,79,0.04,1.14,3.7,78,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=484675-84,01/01/2024,['Musculoskeletal disorders'],"The company provides digital physical therapy and rehabilitation services, including orthopedic care and pelvic floor disorder treatment, which are related to musculoskeletal disorders."
337779,484735-15,Resony Health,RCube Health,,RCube Health Limited,"Operator of a digital health company intended to improve access to effective mental health support. The company creates digital therapeutics to deliver medical interventions directly to users using clinically evaluated software and uses a unique biopsychosocial model of mental health combining psychological and physiological aspects to support users in achieving better health outcomes, enabling people to manage anxiety and build resilience in challenging circumstances.","digital health, digital therapeutics company, digital therapy platform, medical device software, mental health software, stress management, stress monitoring system",0.12672488,Generating Revenue,Privately Held (backing),Accelerator/Incubator Backed,"Pre-venture, Venture Capital",www.resony.health,7,,,,2019,,"The company is reportedly seeking $1 million of venture funding until Q1 2024.. Previously, the company received $1 million of grant funding from Innovate UK on an undisclosed date.","London, United Kingdom",20-22 Wenlock Road,,London,England,N1 7GU,United Kingdom,,,info@resony.health,Europe,Western Europe,,284583-43P,Ravi Janapureddy,"Co-Founder, Chief Executive Officer & Board Member",2,,01/01/2019,0.12672488,Actual,,,Angel (individual),Angel (individual),,Individual,,Completed,,,,03/31/2024,1,Actual,,,Early Stage VC,,,Venture Capital,,,,Upcoming,https://www.facebook.com/Resonyapp,https://twitter.com/resonyhealth,https://www.linkedin.com/company/resonyhealth,0,15,0,0,0,13,0,25,0,25,0.52,37,0.07,15.51,1.15,55,0.11,19,0.11,19,30,0,0,PitchBook Research,https://my.pitchbook.com?c=484735-15,01/01/2024,['Mental disorders'],"The company operates a digital health platform for mental health support, using digital therapeutics and a biopsychosocial model to manage anxiety and stress, which are mental disorders."
337781,484735-42,Phyt Health,,,GrytFit Tech Private Limited,"Operator of a computer vision and artificial intelligence-based digital physiotherapy technology platform intended for patient recovery post-injury or surgery. The company utilizes patients' smartphone devices in assessment and helps in preventative care or post-surgical recovery processes, helping patients monitor progress with weekly assessment reports and check-ins with physiotherapists.","digital physiotherapy, personalized healthcare platform, physiotherapists online, physiotherapy app, physiotherapy application, physiotherapy technology platform, post-surgical recovery, preventive care, surgical recovery",0.02010826,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.phyt.health,20,,,1894886,2019,,"The company was in talks to raise an undisclosed amount of equity crowdfunding via StartEngine on March 28, 2022. Subsequently, the deal was canceled. Previously, the company raised INR 1.5 million of seed funding from Lunsford Capital, Darpan Saini, and Snehal Fulzele on December 7, 2021. The funds will be used to launch services to boost the rising digital healthcare sector in India, and expand operations in major metros and Tier II towns and with major healthcare providers for using their software.","Pune, India",The Hive Plot Number 100 - 101/1 Part of TPS,"Raja Bahadur Motilal Road, Sangamwadi",Pune,,411001,India,+91 (0)93 0933 2586,,info@phyt.health,Asia,South Asia,1,73988-47P,Snehal Fulzele,Co-Founder & Board Member,1,,12/07/2021,0.02010826,Actual,,,Seed Round,Seed Round,,Venture Capital,,Completed,20,03/28/2022,Equity Crowdfunding,03/28/2022,,,20,Estimated,Equity Crowdfunding,,,Individual,,,,Failed/Cancelled,https://www.facebook.com/phyt.digital,https://twitter.com/PhytHealth,https://www.linkedin.com/company/phyt-health,0,15,0,0,0,13,0,25,0,25,0.02,1,0,0,0.03,2,0.02,4,0.02,4,6,0,0,PitchBook Research,https://my.pitchbook.com?c=484735-42,01/01/2024,['Musculoskeletal disorders'],"The company offers a digital physiotherapy platform for post-injury or surgical recovery, focusing on musculoskeletal rehabilitation and preventive care."
338443,488974-78,IBS Coach,,IBS,Health.Simplified LTD,"Developer of an evidence-based digital therapy intended to digitize and simplify services to health issues. The company plans to combine the gold standard low FODMAP diet, with psychology and health coaching to achieve a reduction or elimination of symptoms, enabling people suffering from irritable bowel syndrome.","diet plan, digital health, gut health care, ibs nutrition, ibs symptoms, ibs treatment, psychology program, symptoms tracker",0.03975627,Generating Revenue,Privately Held (backing),Accelerator/Incubator Backed,Venture Capital,www.ibscoach.org,5,,,,2019,,"The company joined Bethnal Green Ventures as a part of the 2020 Cohort on December 4, 2020 and received GBP 30,000 in funding.","London, United Kingdom",71-75 Shelton Street,Covent Garden,London,England,WC2H 9JQ,United Kingdom,,,hello@ibscoach.org,Europe,Western Europe,,285116-86P,Jonathan Dewey,Co-Founder & Board Member,1,,12/04/2020,0.03975627,Actual,,,Accelerator/Incubator,,,Other,,Completed,,,,12/04/2020,0.03975627,Actual,,,Accelerator/Incubator,,,Other,,,,Completed,https://www.facebook.com/ibscoach1,https://twitter.com/ibscoach,https://www.linkedin.com/company/health-simplified-ltd,0,15,0,0,0,13,0,25,0,25,0.12,12,0,0,0.01,1,0.13,21,0.13,21,35,0,0,PitchBook Research,https://my.pitchbook.com?c=488974-78,01/01/2024,['Digestive diseases'],"The company develops digital therapy for irritable bowel syndrome (IBS), focusing on gut health care and symptom management, which falls under digestive diseases."
338669,489048-31,nyra health,MyReha,,nyra health GmbH,"Developer of a digital therapy platform designed to work on personal neurological deficits in clinics and at home on internet protocol adapters or mobiles. The company's digital rehabilitation platform offers a revolutionary form of therapy at the level of science, enabling each individual patient to fully exploit their own personal rehabilitation potential regardless of time and location.","digital stroke rehabilitation platform, digital therapy platform, hospital & health care, neurological therapy, speech therapy, stroke therapy, therapeutic exercise",7.34087611,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.nyra.health,15,,,,2020,,"The company raised EUR 4.5 million of seed funding in a deal led by MassMutual Ventures and Wellington Partners on June 22, 2023. Other undisclsoed investors also participated in the round. The funds will be used to empower the company to scale its presence in the DACH region, enhance its AI technology, and establish a firm foundation for expanding into English-speaking markets.","Vienna, Austria",Kettenbrückengasse 23/1/12,,Vienna,Vienna,1050,Austria,,,,Europe,Western Europe,,285352-21P,Mario Zusag Ph.D,Co-Founder & Chief Technology Officer,7,,12/14/2021,2.48631865,Actual,,,Seed Round,Seed Round,,Venture Capital,,Completed,,,,06/22/2023,4.85455746,Actual,,,Seed Round,Seed Round,,Venture Capital,,,,Completed,,,https://www.linkedin.com/company/nyrahealth,0.14,93,0,0,-0.61,10,,,,,3.02,76,-0.02,-0.68,5.42,84,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=489048-31,01/01/2024,['Neurological disorders'],"The company focuses on digital stroke rehabilitation and neurological therapy, which aligns with the category of Neurological disorders."
339196,489196-81,Infi Brain Tech,,InfiBrainTech,"Beijing Infi Brain Tech Co., Ltd.",Developer of psychological service platform and online hospital designed to provide digital therapy solution for cranial nerve diseases. The company's platform provides screening and treatment of neurological diseases through digital therapy.,"cranial nerve monitoring, digital health, digital therapy, internet hospitality platform, neurological disease treatment, psychological care",0.07724004,Startup,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.wjbrain.com,100,,,,2021,,"The company raised CNY tens of millions of Series Pre-A+ venture funding in a deal led by Legend Star and MSA Capital on December 27, 2021. Linear Venture and Source Code Capital also participated in the round. This funding will be mainly used for clinical trials and registration of products, development of product pipelines and commercialization of digital therapies. Previously, the company raised an undisclosed amount of Series Pre-A venture funding from Linear Venture and Source Code Capital on March 20, 2021.","Beijing, China","4106, 4th Floor, Air China Century Building","40 Xiaoyun Road, Chaoyang District",Beijing,,,China,+86 (0)185 1587 3085,,contact@wjbrain.com,Asia,East Asia,,286260-31P,Wei Sun,Chairman & Founder,5,,02/05/2021,0.07724004,Actual,9.2688046,Actual,Seed Round,Seed Round,,Venture Capital,,Completed,9.2688046,02/05/2021,Seed Round,12/27/2021,,,,,Early Stage VC,,,Venture Capital,,,,Completed,,,,0,15,0,0,0,13,,,,,1.37,60,0,0,1.37,59,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=489196-81,01/01/2024,['Neurological disorders'],"The company provides digital therapy solutions for cranial nerve diseases, which are part of Neurological disorders."
340214,489534-76,eyelevel (Clinics/Outpatient Services),,eyelevel,medigital GmbH,"Developer of a healthcare application designed to accompany people and promote mental health. The company's platform addresses behavioral and emotional disorders of childhood, adjustment disorders, and attention deficit hyperactivity disorder in adolescence and adulthood, enabling patients to have access to mental healthcare anywhere and anytime.","digital therapeutics, healthcare system, hyperactivity disorder, mental health cure, mental health support, mental health therapy, therapy app",,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.eyelevel.care,29,,,,2019,,The company raised venture funding from MediVentures on an undisclosed date.,"Iserlohn, Germany",Medice-Allee 1,,Iserlohn,,58368,Germany,+49 (0)04 9892 1704 8216,,outreach@eyelevel.care,Europe,Western Europe,1,251282-44P,Felix Lambrecht Ph.D,Managing Director,1,,,,,,,Early Stage VC,,,Venture Capital,,Completed,,,,,,,,,Early Stage VC,,,Venture Capital,,,,Completed,,,https://www.linkedin.com/company/eyelevelcarede,0.22,94,0,0,0,13,,,,,0.86,48,0,0,0.51,36,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=489534-76,01/01/2024,['Mental disorders'],"The company addresses mental health issues such as behavioral and emotional disorders, adjustment disorders, and ADHD, which fall under Mental disorders."
340771,489707-56,Migrevention,,,Migrevention OÜ,"Operator of a multidisciplinary digital treatment platform intended for headache patients and specialists. The company's platform allows to monitor and prevent headache episodes, as well as offers treatment based on science-based recommendations, enabling patients from healthcare practitioners with evidence-based migraine decision support tools for improved patient engagement.","digital headache clinic, digital health technology, headache management, migraine care, migraine cure, migraine therapy, migraine treatment device",0.41660848,Generating Revenue,Privately Held (backing),Angel-Backed,Pre-venture,www.migrevention.com,6,,,,2020,,"The company raised EUR 355,000 of angel funding in a deal led by Dag Nurm on October 5, 2021, putting the company's pre-money valuation at EUR 3 million. Other undisclosed investors also participated in the round.","Tartu, Estonia",Mõisavahe 34b,,Tartu,,50708,Estonia,+372 529 6923,,info@migrevention.com,Europe,Northern Europe,1,287032-96P,Karl Kais,Co-Founder & Chief Technology Officer,1,,10/05/2021,0.41660848,Actual,3.93724351,Actual,Angel (individual),Angel (individual),,Individual,,Completed,3.93724351,10/05/2021,Angel (individual),10/05/2021,0.41660848,Actual,3.93724351,Actual,Angel (individual),Angel (individual),,Individual,,,,Completed,https://www.facebook.com/migrevention,,https://www.linkedin.com/company/migrevention,0,15,0,0,0,13,,,,,0.17,13,0,0,0.17,13,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=489707-56,01/01/2024,['Neurological disorders'],"The company specializes in migraine care and headache management, which are considered Neurological disorders."
342466,490278-61,Alex Therapeutics,,Alex,Alex Therapeutics AB,"Developer of therapeutic applications intended to democratize healthcare through psychology, design, and technology. The company offers evidence-based digital interventions that deliver novel and personalized care, it also offers platforms for obesity treatment, breast cancer treatment, and nicotine addiction treatment, providing users with various self-healthcare solutions and digital applications.","digital healthcare, digital healthcare platform, digital healthcare solutions, healthcare platform, healthcare service, healthcare solutions",5.82986207,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.alextherapeutics.com,48,,,,2018,,"The company raised EUR 4.75 million of venture funding in a deal led by Hadean Ventures on March 5, 2023. Sweet Studio and 3 other investors also participated in the round. The funds will be used by the company to accelerate the company's growth in Europe and the US and to develop novel DTx products alongside both new and existing partners, including Pfizer.","Stockholm, Sweden",Care of Norrsken House,Birger Jarlsgatan 57C,Stockholm,,113 56,Sweden,,,hello@alextherapeutics.com,Europe,Northern Europe,,288552-88P,John Renander,Co-Founder & Chief Executive Officer,6,,07/23/2018,0.16931788,Actual,1.21908876,Actual,Early Stage VC,,,Venture Capital,"Other - $0,08M",Completed,3.33696722,12/31/2020,Early Stage VC,03/05/2023,5.07202092,Actual,,,Early Stage VC,,,Venture Capital,,07/23/2018,,Completed,https://www.facebook.com/alextherapeutics,,https://www.linkedin.com/company/alextherapeutics,0,15,0,0,0,13,,,,,3.19,77,-0.02,-0.65,4.38,81,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=490278-61,01/01/2024,"['Neoplasms', 'Substance use disorders', 'Other non-communicable diseases']","The company offers digital interventions for breast cancer (Neoplasms), nicotine addiction (Substance use disorders), and obesity treatment (Other non-communicable diseases)."
344360,491175-28,Sleepyhead Program,,,Sleepyhead Program Ltd.,"Provider of a digital therapy program intended to help chronic insomnia sufferers beats their sleep disorder. The company offers a supportive digital therapy program and cognitive behavioral therapy for insomnia, helping clients with the treatment for insomnia.","chronic insomnia, digital therapy, insomnia treatment, sleep physiologist, sleep problems, societal isolation",0.23901177,Generating Revenue,Privately Held (backing),Venture Capital-Backed,Venture Capital,www.sleepyheadprogram.com,5,,,,2020,,"The company raised GBP 177,999 of Series 1 venture funding from Calm/Storm Ventures and other undisclosed investors on December 3, 2021, putting the company's pre-money valuation at GBP 2.32 million.","London, United Kingdom","4th Floor, Silverstream House","45 Fitzroy Street, Fitzrovia",London,England,W1T 6EB,United Kingdom,,,contact@sleepyheadprogram.com,Europe,Western Europe,1,290422-72P,Cyrus Tchahardehi,Co-Founder and Chief Executive Officer,1,,12/03/2021,0.23901177,Actual,3.34861003,Actual,Early Stage VC,Series 1,,Venture Capital,,Completed,3.34861003,12/03/2021,Early Stage VC,12/03/2021,0.23901177,Actual,3.34861003,Actual,Early Stage VC,Series 1,,Venture Capital,,,,Completed,https://www.facebook.com/sleepyheadprogram,,https://www.linkedin.com/company/re-sleep,0,15,0,0,0,13,,,,,1.43,61,0,0,1.43,60,,,,,,,,PitchBook Research,https://my.pitchbook.com?c=491175-28,01/01/2024,['Mental disorders'],"The company provides digital therapy for chronic insomnia, which is often associated with Mental disorders."
